url,status,depth,local_html
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=friedrich-kunath",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_friedrich-kunath.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=genesis-belanger",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_genesis-belanger.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=gideon-appah",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_gideon-appah.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=glenn-kaino",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_glenn-kaino.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=gordon-parks",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_gordon-parks.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=grada-kilomba",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_grada-kilomba.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=hai-bo",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_hai-bo.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=hank-willis-thomas",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_hank-willis-thomas.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=hermann-nitsch",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_hermann-nitsch.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=hong-hao",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_hong-hao.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=huong-dodinh",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_huong-dodinh.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=ilya-emilia-kabakov",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_ilya-emilia-kabakov.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=irving-penn",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_irving-penn.html"
